1.000000	0.690000
1.000000	0.760000
1.000000	0.710000
1.000000	0.750000
1.000000	0.570000
1.000000	0.720000
1.000000	0.640000
1.000000	0.800000
1.000000	0.710000
1.000000	0.640000
1.000000	0.820000
1.000000	0.650000
1.000000	0.740000
1.000000	0.700000
1.000000	0.590000
1.000000	0.680000
1.000000	0.690000
1.000000	0.720000
1.000000	0.630000
1.000000	0.670000
1.000000	0.660000
1.000000	0.670000
1.000000	0.680000
1.000000	0.620000
1.000000	0.670000
1.000000	0.690000
1.000000	0.730000
1.000000	0.620000
1.000000	0.720000
1.000000	0.740000
1.000000	0.730000
1.000000	0.720000
1.000000	0.640000
1.000000	0.740000
1.000000	0.790000
1.000000	0.760000
1.000000	0.660000
1.000000	0.710000
1.000000	0.600000
1.000000	0.670000
1.000000	0.670000
1.000000	0.850000
1.000000	0.690000
1.000000	0.720000
1.000000	0.700000
1.000000	0.680000
1.000000	0.730000
1.000000	0.680000
1.000000	0.640000
1.000000	0.660000
1.000000	0.640000
1.000000	0.650000
1.000000	0.590000
1.000000	0.590000
1.000000	0.680000
1.000000	0.650000
1.000000	0.630000
1.000000	0.630000
1.000000	0.710000
1.000000	0.710000
1.000000	0.640000
1.000000	0.720000
1.000000	0.750000
1.000000	0.620000
1.000000	0.700000
1.000000	0.700000
1.000000	0.640000
1.000000	0.660000
1.000000	0.660000
1.000000	0.620000
1.000000	0.640000
1.000000	0.720000
1.000000	0.620000
1.000000	0.710000
1.000000	0.670000
1.000000	0.710000
1.000000	0.740000
1.000000	0.610000
1.000000	0.720000
1.000000	0.700000
1.000000	0.610000
1.000000	0.650000
1.000000	0.660000
1.000000	0.740000
1.000000	0.760000
1.000000	0.850000
1.000000	0.720000
1.000000	0.650000
1.000000	0.780000
1.000000	0.610000
1.000000	0.680000
1.000000	0.570000
1.000000	0.690000
1.000000	0.690000
1.000000	0.720000
1.000000	0.680000
1.000000	0.650000
1.000000	0.700000
1.000000	0.740000
1.000000	0.650000
1.000000	0.690000
1.000000	0.660000
1.000000	0.600000
1.000000	0.700000
1.000000	0.720000
1.000000	0.610000
1.000000	0.720000
1.000000	0.770000
1.000000	0.750000
1.000000	0.640000
1.000000	0.670000
1.000000	0.710000
1.000000	0.580000
1.000000	0.670000
1.000000	0.620000
1.000000	0.700000
1.000000	0.720000
1.000000	0.680000
1.000000	0.710000
1.000000	0.760000
1.000000	0.580000
1.000000	0.730000
1.000000	0.660000
1.000000	0.730000
1.000000	0.710000
1.000000	0.660000
1.000000	0.740000
1.000000	0.720000
1.000000	0.660000
1.000000	0.610000
1.000000	0.670000
1.000000	0.700000
1.000000	0.720000
1.000000	0.650000
1.000000	0.740000
1.000000	0.580000
1.000000	0.660000
1.000000	0.660000
1.000000	0.660000
1.000000	0.630000
1.000000	0.580000
1.000000	0.690000
1.000000	0.690000
1.000000	0.670000
1.000000	0.660000
1.000000	0.790000
1.000000	0.750000
1.000000	0.680000
1.000000	0.770000
1.000000	0.630000
1.000000	0.660000
1.000000	0.720000
1.000000	0.720000
1.000000	0.540000
1.000000	0.720000
1.000000	0.650000
1.000000	0.710000
1.000000	0.620000
1.000000	0.610000
1.000000	0.690000
1.000000	0.640000
1.000000	0.660000
1.000000	0.690000
1.000000	0.670000
1.000000	0.750000
1.000000	0.720000
1.000000	0.620000
1.000000	0.690000
1.000000	0.720000
1.000000	0.670000
1.000000	0.660000
1.000000	0.670000
1.000000	0.660000
1.000000	0.700000
1.000000	0.680000
1.000000	0.640000
1.000000	0.710000
1.000000	0.730000
1.000000	0.680000
1.000000	0.690000
1.000000	0.640000
1.000000	0.650000
1.000000	0.600000
1.000000	0.720000
1.000000	0.660000
1.000000	0.650000
1.000000	0.670000
1.000000	0.600000
1.000000	0.750000
1.000000	0.670000
1.000000	0.730000
1.000000	0.650000
1.000000	0.680000
1.000000	0.790000
1.000000	0.680000
1.000000	0.650000
1.000000	0.580000
1.000000	0.630000
1.000000	0.770000
1.000000	0.700000
1.000000	0.620000
1.000000	0.640000
1.000000	0.680000
1.000000	0.670000
1.000000	0.760000
1.000000	0.710000
1.000000	0.650000
1.000000	0.740000
1.000000	0.640000
1.000000	0.720000
1.000000	0.720000
1.000000	0.680000
1.000000	0.700000
1.000000	0.730000
1.000000	0.730000
1.000000	0.670000
1.000000	0.640000
1.000000	0.560000
1.000000	0.750000
1.000000	0.630000
1.000000	0.590000
1.000000	0.730000
1.000000	0.800000
1.000000	0.750000
1.000000	0.740000
1.000000	0.620000
1.000000	0.700000
1.000000	0.710000
1.000000	0.710000
1.000000	0.680000
1.000000	0.670000
1.000000	0.750000
1.000000	0.660000
1.000000	0.710000
1.000000	0.640000
1.000000	0.660000
1.000000	0.780000
1.000000	0.690000
1.000000	0.670000
1.000000	0.690000
1.000000	0.700000
1.000000	0.730000
1.000000	0.670000
1.000000	0.670000
1.000000	0.610000
1.000000	0.690000
1.000000	0.570000
1.000000	0.680000
1.000000	0.580000
1.000000	0.700000
1.000000	0.770000
1.000000	0.620000
1.000000	0.580000
1.000000	0.620000
1.000000	0.620000
1.000000	0.680000
1.000000	0.660000
1.000000	0.680000
1.000000	0.740000
1.000000	0.690000
1.000000	0.680000
1.000000	0.640000
1.000000	0.660000
1.000000	0.690000
1.000000	0.680000
1.000000	0.630000
1.000000	0.650000
1.000000	0.690000
1.000000	0.700000
1.000000	0.590000
1.000000	0.680000
1.000000	0.630000
1.000000	0.720000
1.000000	0.690000
1.000000	0.690000
1.000000	0.770000
1.000000	0.690000
1.000000	0.650000
1.000000	0.690000
1.000000	0.840000
1.000000	0.720000
1.000000	0.710000
1.000000	0.780000
1.000000	0.670000
1.000000	0.710000
1.000000	0.660000
1.000000	0.750000
1.000000	0.890000
1.000000	0.780000
1.000000	0.690000
1.000000	0.750000
1.000000	0.850000
1.000000	0.790000
1.000000	0.670000
1.000000	0.640000
1.000000	0.700000
1.000000	0.730000
1.000000	0.790000
1.000000	0.770000
1.000000	0.600000
1.000000	0.860000
1.000000	0.720000
1.000000	0.790000
1.000000	0.770000
1.000000	0.780000
1.000000	0.630000
1.000000	0.810000
1.000000	0.650000
1.000000	0.780000
1.000000	0.690000
1.000000	0.650000
1.000000	0.730000
1.000000	0.750000
1.000000	0.710000
1.000000	0.670000
1.000000	0.820000
1.000000	0.700000
1.000000	0.580000
1.000000	0.700000
1.000000	0.740000
1.000000	0.720000
1.000000	0.620000
1.000000	0.640000
1.000000	0.760000
1.000000	0.660000
1.000000	0.800000
1.000000	0.670000
1.000000	0.740000
1.000000	0.700000
1.000000	0.630000
1.000000	0.690000
1.000000	0.640000
1.000000	0.640000
1.000000	0.570000
1.000000	0.700000
1.000000	0.660000
1.000000	0.700000
1.000000	0.640000
1.000000	0.730000
1.000000	0.600000
1.000000	0.650000
1.000000	0.610000
1.000000	0.710000
1.000000	0.680000
1.000000	0.670000
1.000000	0.670000
1.000000	0.630000
1.000000	0.710000
1.000000	0.690000
1.000000	0.710000
1.000000	0.560000
1.000000	0.650000
1.000000	0.680000
1.000000	0.710000
1.000000	0.780000
1.000000	0.620000
1.000000	0.700000
1.000000	0.650000
1.000000	0.680000
1.000000	0.690000
1.000000	0.720000
1.000000	0.590000
1.000000	0.580000
1.000000	0.700000
1.000000	0.590000
1.000000	0.620000
1.000000	0.680000
1.000000	0.710000
1.000000	0.640000
1.000000	0.630000
1.000000	0.650000
1.000000	0.730000
1.000000	0.610000
1.000000	0.730000
1.000000	0.660000
1.000000	0.660000
1.000000	0.640000
1.000000	0.610000
1.000000	0.720000
1.000000	0.660000
1.000000	0.690000
1.000000	0.710000
1.000000	0.740000
1.000000	0.650000
1.000000	0.690000
1.000000	0.720000
1.000000	0.710000
1.000000	0.700000
1.000000	0.710000
1.000000	0.680000
1.000000	0.750000
1.000000	0.680000
1.000000	0.640000
1.000000	0.750000
1.000000	0.570000
1.000000	0.640000
1.000000	0.680000
1.000000	0.720000
1.000000	0.750000
1.000000	0.690000
1.000000	0.670000
1.000000	0.670000
1.000000	0.650000
1.000000	0.710000
1.000000	0.630000
1.000000	0.670000
1.000000	0.580000
1.000000	0.680000
1.000000	0.610000
1.000000	0.610000
1.000000	0.670000
1.000000	0.680000
1.000000	0.680000
1.000000	0.650000
1.000000	0.680000
1.000000	0.680000
1.000000	0.560000
1.000000	0.710000
1.000000	0.650000
1.000000	0.650000
1.000000	0.640000
1.000000	0.680000
1.000000	0.750000
1.000000	0.630000
1.000000	0.660000
1.000000	0.710000
1.000000	0.700000
1.000000	0.660000
1.000000	0.720000
1.000000	0.640000
1.000000	0.710000
1.000000	0.650000
1.000000	0.720000
1.000000	0.650000
1.000000	0.680000
1.000000	0.570000
1.000000	0.690000
1.000000	0.720000
1.000000	0.740000
1.000000	0.700000
1.000000	0.600000
1.000000	0.560000
1.000000	0.650000
1.000000	0.650000
1.000000	0.660000
1.000000	0.630000
1.000000	0.660000
1.000000	0.630000
1.000000	0.720000
1.000000	0.770000
1.000000	0.670000
1.000000	0.680000
1.000000	0.650000
1.000000	0.800000
1.000000	0.710000
1.000000	0.590000
1.000000	0.690000
1.000000	0.610000
1.000000	0.640000
1.000000	0.650000
1.000000	0.710000
1.000000	0.570000
1.000000	0.670000
1.000000	0.650000
1.000000	0.720000
1.000000	0.680000
1.000000	0.720000
1.000000	0.710000
1.000000	0.670000
1.000000	0.590000
1.000000	0.650000
1.000000	0.690000
1.000000	0.720000
1.000000	0.630000
1.000000	0.640000
1.000000	0.740000
1.000000	0.610000
1.000000	0.670000
1.000000	0.670000
1.000000	0.670000
1.000000	0.740000
1.000000	0.670000
1.000000	0.730000
1.000000	0.640000
1.000000	0.740000
1.000000	0.700000
1.000000	0.640000
1.000000	0.660000
1.000000	0.730000
1.000000	0.670000
1.000000	0.620000
1.000000	0.650000
1.000000	0.690000
1.000000	0.740000
1.000000	0.690000
1.000000	0.670000
1.000000	0.700000
1.000000	0.670000
1.000000	0.630000
1.000000	0.650000
1.000000	0.680000
1.000000	0.610000
1.000000	0.720000
1.000000	0.540000
1.000000	0.820000
1.000000	0.650000
1.000000	0.780000
1.000000	0.690000
1.000000	0.570000
1.000000	0.690000
1.000000	0.770000
1.000000	0.620000
1.000000	0.660000
1.000000	0.570000
1.000000	0.600000
1.000000	0.680000
1.000000	0.700000
1.000000	0.670000
1.000000	0.690000
1.000000	0.700000
1.000000	0.620000
1.000000	0.660000
1.000000	0.770000
1.000000	0.710000
1.000000	0.630000
1.000000	0.690000
1.000000	0.650000
1.000000	0.670000
1.000000	0.690000
1.000000	0.650000
1.000000	0.690000
1.000000	0.700000
1.000000	0.750000
1.000000	0.670000
1.000000	0.700000
1.000000	0.690000
1.000000	0.630000
1.000000	0.590000
1.000000	0.710000
1.000000	0.680000
1.000000	0.730000
1.000000	0.660000
1.000000	0.770000
1.000000	0.620000
1.000000	0.640000
1.000000	0.630000
1.000000	0.670000
1.000000	0.640000
1.000000	0.630000
1.000000	0.670000
1.000000	0.680000
1.000000	0.700000
1.000000	0.680000
1.000000	0.690000
1.000000	0.680000
1.000000	0.640000
1.000000	0.590000
1.000000	0.590000
1.000000	0.650000
1.000000	0.500000
1.000000	0.720000
1.000000	0.680000
1.000000	0.660000
1.000000	0.690000
1.000000	0.680000
1.000000	0.730000
1.000000	0.760000
1.000000	0.700000
1.000000	0.770000
1.000000	0.620000
1.000000	0.720000
1.000000	0.650000
1.000000	0.700000
1.000000	0.720000
1.000000	0.660000
1.000000	0.710000
1.000000	0.640000
1.000000	0.690000
1.000000	0.690000
1.000000	0.790000
1.000000	0.670000
1.000000	0.740000
1.000000	0.670000
1.000000	0.670000
1.000000	0.680000
1.000000	0.710000
1.000000	0.710000
1.000000	0.810000
1.000000	0.660000
1.000000	0.660000
1.000000	0.660000
1.000000	0.660000
1.000000	0.590000
1.000000	0.710000
1.000000	0.690000
1.000000	0.640000
1.000000	0.630000
1.000000	0.660000
1.000000	0.660000
1.000000	0.630000
1.000000	0.650000
1.000000	0.730000
1.000000	0.640000
1.000000	0.600000
1.000000	0.680000
1.000000	0.620000
1.000000	0.720000
1.000000	0.590000
1.000000	0.670000
1.000000	0.730000
1.000000	0.670000
1.000000	0.720000
1.000000	0.670000
1.000000	0.630000
1.000000	0.710000
1.000000	0.700000
1.000000	0.630000
1.000000	0.670000
1.000000	0.760000
1.000000	0.760000
1.000000	0.790000
1.000000	0.650000
1.000000	0.660000
1.000000	0.670000
1.000000	0.630000
1.000000	0.690000
1.000000	0.720000
1.000000	0.700000
1.000000	0.660000
1.000000	0.630000
1.000000	0.620000
1.000000	0.680000
1.000000	0.730000
1.000000	0.630000
1.000000	0.670000
1.000000	0.670000
1.000000	0.750000
1.000000	0.710000
1.000000	0.660000
1.000000	0.630000
1.000000	0.640000
1.000000	0.590000
1.000000	0.650000
1.000000	0.720000
1.000000	0.600000
1.000000	0.580000
1.000000	0.570000
1.000000	0.700000
1.000000	0.710000
1.000000	0.630000
1.000000	0.600000
1.000000	0.720000
1.000000	0.710000
1.000000	0.650000
1.000000	0.650000
1.000000	0.630000
1.000000	0.690000
1.000000	0.660000
1.000000	0.740000
1.000000	0.700000
1.000000	0.660000
1.000000	0.690000
1.000000	0.610000
1.000000	0.690000
1.000000	0.700000
1.000000	0.620000
1.000000	0.750000
1.000000	0.740000
1.000000	0.690000
1.000000	0.680000
1.000000	0.630000
1.000000	0.650000
1.000000	0.810000
1.000000	0.750000
1.000000	0.660000
1.000000	0.600000
1.000000	0.590000
1.000000	0.640000
1.000000	0.680000
1.000000	0.760000
1.000000	0.730000
1.000000	0.700000
1.000000	0.700000
1.000000	0.730000
1.000000	0.650000
1.000000	0.650000
1.000000	0.590000
1.000000	0.670000
1.000000	0.630000
1.000000	0.610000
1.000000	0.750000
1.000000	0.680000
1.000000	0.620000
1.000000	0.710000
1.000000	0.710000
1.000000	0.730000
1.000000	0.700000
1.000000	0.660000
1.000000	0.690000
1.000000	0.650000
1.000000	0.650000
1.000000	0.630000
1.000000	0.730000
1.000000	0.740000
1.000000	0.670000
1.000000	0.730000
1.000000	0.670000
1.000000	0.690000
1.000000	0.600000
1.000000	0.640000
1.000000	0.640000
1.000000	0.720000
1.000000	0.680000
1.000000	0.740000
1.000000	0.710000
1.000000	0.720000
1.000000	0.720000
1.000000	0.650000
1.000000	0.740000
1.000000	0.660000
1.000000	0.660000
1.000000	0.600000
1.000000	0.690000
1.000000	0.580000
1.000000	0.710000
1.000000	0.740000
1.000000	0.750000
1.000000	0.600000
1.000000	0.670000
1.000000	0.660000
1.000000	0.670000
1.000000	0.680000
1.000000	0.650000
1.000000	0.640000
1.000000	0.660000
1.000000	0.640000
1.000000	0.620000
1.000000	0.740000
1.000000	0.770000
1.000000	0.640000
1.000000	0.640000
1.000000	0.670000
1.000000	0.690000
1.000000	0.700000
1.000000	0.770000
1.000000	0.750000
1.000000	0.710000
1.000000	0.660000
1.000000	0.690000
1.000000	0.640000
1.000000	0.610000
1.000000	0.670000
1.000000	0.640000
1.000000	0.670000
1.000000	0.710000
1.000000	0.750000
1.000000	0.670000
1.000000	0.540000
1.000000	0.670000
1.000000	0.720000
1.000000	0.590000
1.000000	0.590000
1.000000	0.640000
1.000000	0.670000
1.000000	0.710000
1.000000	0.570000
1.000000	0.700000
1.000000	0.670000
1.000000	0.660000
1.000000	0.680000
1.000000	0.690000
1.000000	0.650000
1.000000	0.690000
1.000000	0.690000
1.000000	0.700000
1.000000	0.700000
1.000000	0.730000
1.000000	0.660000
1.000000	0.680000
1.000000	0.660000
1.000000	0.660000
1.000000	0.660000
1.000000	0.650000
1.000000	0.680000
1.000000	0.720000
1.000000	0.680000
1.000000	0.640000
1.000000	0.840000
1.000000	0.630000
1.000000	0.680000
1.000000	0.840000
1.000000	0.640000
1.000000	0.710000
1.000000	0.740000
1.000000	0.660000
1.000000	0.660000
1.000000	0.640000
1.000000	0.690000
1.000000	0.840000
1.000000	0.680000
1.000000	0.660000
1.000000	0.710000
1.000000	0.730000
1.000000	0.700000
1.000000	0.820000
1.000000	0.760000
1.000000	0.720000
1.000000	0.660000
1.000000	0.610000
1.000000	0.660000
1.000000	0.670000
1.000000	0.700000
1.000000	0.640000
1.000000	0.770000
1.000000	0.690000
1.000000	0.700000
1.000000	0.740000
1.000000	0.620000
1.000000	0.660000
1.000000	0.680000
1.000000	0.760000
1.000000	0.670000
1.000000	0.690000
1.000000	0.750000
1.000000	0.700000
1.000000	0.700000
1.000000	0.660000
1.000000	0.640000
1.000000	0.660000
1.000000	0.740000
1.000000	0.730000
1.000000	0.710000
1.000000	0.630000
1.000000	0.630000
1.000000	0.620000
1.000000	0.670000
1.000000	0.650000
1.000000	0.650000
1.000000	0.750000
1.000000	0.730000
1.000000	0.670000
1.000000	0.630000
1.000000	0.670000
1.000000	0.730000
1.000000	0.650000
1.000000	0.770000
1.000000	0.720000
1.000000	0.640000
1.000000	0.640000
1.000000	0.570000
1.000000	0.660000
1.000000	0.650000
1.000000	0.700000
1.000000	0.630000
1.000000	0.640000
1.000000	0.730000
1.000000	0.690000
1.000000	0.730000
1.000000	0.640000
1.000000	0.600000
1.000000	0.570000
1.000000	0.710000
1.000000	0.690000
1.000000	0.710000
1.000000	0.610000
1.000000	0.720000
1.000000	0.580000
1.000000	0.780000
1.000000	0.710000
1.000000	0.740000
1.000000	0.660000
1.000000	0.680000
1.000000	0.660000
1.000000	0.700000
1.000000	0.710000
1.000000	0.630000
1.000000	0.640000
1.000000	0.650000
1.000000	0.740000
1.000000	0.610000
1.000000	0.740000
1.000000	0.660000
1.000000	0.630000
1.000000	0.680000
1.000000	0.630000
1.000000	0.620000
1.000000	0.620000
1.000000	0.640000
1.000000	0.740000
1.000000	0.600000
1.000000	0.800000
1.000000	0.700000
1.000000	0.700000
1.000000	0.690000
1.000000	0.770000
1.000000	0.640000
1.000000	0.700000
1.000000	0.690000
1.000000	0.680000
1.000000	0.580000
1.000000	0.660000
1.000000	0.680000
1.000000	0.660000
1.000000	0.690000
1.000000	0.720000
1.000000	0.720000
1.000000	0.610000
1.000000	0.740000
1.000000	0.760000
1.000000	0.650000
1.000000	0.620000
1.000000	0.590000
1.000000	0.720000
1.000000	0.650000
1.000000	0.730000
1.000000	0.660000
1.000000	0.770000
1.000000	0.700000
1.000000	0.630000
1.000000	0.730000
1.000000	0.610000
1.000000	0.630000
1.000000	0.680000
1.000000	0.730000
1.000000	0.680000
1.000000	0.680000
1.000000	0.710000
1.000000	0.700000
1.000000	0.690000
1.000000	0.740000
1.000000	0.730000
1.000000	0.670000
1.000000	0.690000
1.000000	0.600000
1.000000	0.620000
1.000000	0.700000
1.000000	0.620000
1.000000	0.670000
1.000000	0.710000
1.000000	0.710000
1.000000	0.720000
1.000000	0.640000
1.000000	0.670000
1.000000	0.590000
1.000000	0.520000
1.000000	0.680000
1.000000	0.740000
1.000000	0.680000
1.000000	0.610000
1.000000	0.600000
1.000000	0.690000
1.000000	0.710000
1.000000	0.630000
1.000000	0.690000
1.000000	0.680000
1.000000	0.670000
1.000000	0.670000
1.000000	0.770000
1.000000	0.790000
1.000000	0.700000
1.000000	0.700000
1.000000	0.760000
1.000000	0.710000
1.000000	0.620000
1.000000	0.660000
1.000000	0.630000
1.000000	0.670000
1.000000	0.650000
1.000000	0.680000
1.000000	0.660000
1.000000	0.720000
1.000000	0.620000
1.000000	0.630000
1.000000	0.630000
1.000000	0.690000
1.000000	0.660000
1.000000	0.640000
1.000000	0.690000
1.000000	0.700000
1.000000	0.660000
1.000000	0.710000
1.000000	0.660000
1.000000	0.670000
1.000000	0.730000
1.000000	0.510000
1.000000	0.680000
1.000000	0.700000
1.000000	0.640000
1.000000	0.710000
1.000000	0.620000
1.000000	0.750000
1.000000	0.710000
1.000000	0.620000
1.000000	0.650000
1.000000	0.720000
1.000000	0.640000
1.000000	0.680000
1.000000	0.640000
1.000000	0.690000
1.000000	0.630000
1.000000	0.770000
1.000000	0.690000
1.000000	0.690000
1.000000	0.650000
1.000000	0.680000
1.000000	0.640000
1.000000	0.660000
1.000000	0.640000
1.000000	0.730000
1.000000	0.680000
1.000000	0.710000
1.000000	0.700000
1.000000	0.680000
1.000000	0.600000
1.000000	0.700000
1.000000	0.610000
1.000000	0.600000
1.000000	0.620000
1.000000	0.620000
1.000000	0.740000
1.000000	0.680000
1.000000	0.750000
1.000000	0.650000
1.000000	0.690000
1.000000	0.610000
1.000000	0.680000
1.000000	0.680000
1.000000	0.760000
1.000000	0.640000
1.000000	0.730000
1.000000	0.680000
1.000000	0.660000
1.000000	0.710000
1.000000	0.740000
1.000000	0.720000
1.000000	0.660000
1.000000	0.620000
1.000000	0.730000
1.000000	0.710000
1.000000	0.720000
1.000000	0.790000
1.000000	0.730000
1.000000	0.720000
1.000000	0.640000
1.000000	0.690000
1.000000	0.610000
1.000000	0.720000
1.000000	0.650000
1.000000	0.600000
1.000000	0.720000
1.000000	0.690000
1.000000	0.680000
1.000000	0.720000
1.000000	0.710000
1.000000	0.690000
1.000000	0.710000
1.000000	0.700000
1.000000	0.590000
1.000000	0.670000
1.000000	0.600000
1.000000	0.730000
1.000000	0.660000
1.000000	0.710000
1.000000	0.660000
1.000000	0.670000
1.000000	0.720000
1.000000	0.690000
1.000000	0.680000
1.000000	0.660000
1.000000	0.630000
1.000000	0.680000
1.000000	0.660000
1.000000	0.660000
1.000000	0.640000
1.000000	0.620000
1.000000	0.780000
1.000000	0.650000
1.000000	0.650000
1.000000	0.740000
1.000000	0.650000
1.000000	0.590000
1.000000	0.640000
1.000000	0.660000
1.000000	0.680000
1.000000	0.690000
1.000000	0.850000
1.000000	0.700000
1.000000	0.630000
1.000000	0.630000
1.000000	0.660000
1.000000	0.680000
1.000000	0.640000
1.000000	0.600000
1.000000	0.660000
1.000000	0.660000
1.000000	0.670000
1.000000	0.710000
1.000000	0.710000
1.000000	0.590000
1.000000	0.710000
